\# boa_stats: type,map,start_q,n,boa_exp_sum,boa_gen_sum,boa_sol_sum,setup_time_sum
# bcp_stats: type,map,start_q,ord_i,zone_i,piv_i,exp_sum,gen_sum,prune_sum,time_sum,bbar1_sum,bbar2_sum,solved,timed_out,n,error_sum,error_n
boa_stats,NY,0,4,677952,958829,310,309.7750
bcp_stats,NY,5,4,3,0,13158075,25735176,32706654,10224.496000,5.00000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,NY,5,5,0,0,17956339,30111678,50126369,16034.317000,1.25000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,NY,5,5,0,1,16946084,26191715,45184645,13332.494000,1.52982460,3.63372210,5,0,5,0.0000000000,0
bcp_stats,NY,5,5,0,2,36948988,53160461,100458893,30045.801000,2.34502897,2.43279462,4,1,5,0.0000000000,0
bcp_stats,NY,5,5,0,3,16612587,23932738,45657596,12486.593000,3.65042464,1.58882753,5,0,5,0.0000000000,0
bcp_stats,NY,5,5,0,4,16757487,25096702,44327627,12295.918000,5.00000000,1.25000000,5,0,5,0.0000000000,0
bcp_stats,NY,5,5,1,0,36582527,55050578,100360731,30055.614000,2.50000000,5.00000000,4,1,5,0.0000000000,0
bcp_stats,NY,5,5,1,1,37289957,57864153,103209755,30053.346000,2.68654974,4.08914807,4,1,5,0.0000000000,0
bcp_stats,NY,5,5,1,2,37283734,57841234,103165865,30050.497000,3.23001931,3.28852975,4,1,5,0.0000000000,0
bcp_stats,NY,5,5,1,3,37296780,57850989,103284551,30050.943000,4.10028309,2.72588502,4,1,5,0.0000000000,0
bcp_stats,NY,5,5,1,4,37323041,57758042,103489406,30059.290000,5.00000000,2.50000000,4,1,5,0.0000000000,0
bcp_stats,NY,5,5,2,0,37297946,57898715,103249130,30048.765000,3.75000000,5.00000000,4,1,5,0.0000000000,0
bcp_stats,NY,5,5,2,1,37221156,57592697,102752262,30048.568000,3.84327487,4.54457403,4,1,5,0.0000000000,0
bcp_stats,NY,5,5,2,2,37245776,57691105,102907685,30055.537000,4.11500966,4.14426487,4,1,5,0.0000000000,0
bcp_stats,NY,5,5,2,3,37192126,57477252,102584236,30048.833000,4.55014155,3.86294251,4,1,5,0.0000000000,0
