# boa_stats: type,map,start_q,n,boa_exp_sum,boa_gen_sum,boa_sol_sum,setup_time_sum
# bcp_stats: type,map,start_q,ord_i,zone_i,piv_i,exp_sum,gen_sum,prune_sum,time_sum,bbar1_sum,bbar2_sum,solved,timed_out,n,error_sum,error_n
boa_stats,BAY,0,5,1129411,1494121,764,442.1770
bcp_stats,BAY,5,2,1,2,115938,153209,193033,11.735000,3.44991152,3.44517984,5,0,5,0.0000000000,0
bcp_stats,BAY,5,2,1,3,45465,63727,67046,3.873000,4.12956218,2.85717666,5,0,5,0.0000000000,0
bcp_stats,BAY,5,2,1,4,3573,5331,4062,0.130000,5.00000000,2.50000000,5,0,5,0.0000000000,0
bcp_stats,BAY,5,2,2,0,3774,6656,4080,0.275000,3.75000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,5,2,2,1,18157,30615,23555,1.410000,3.92214514,4.55056990,5,0,5,0.0000000000,0
bcp_stats,BAY,5,2,2,2,41628,62478,60780,3.558000,4.22495576,4.22258992,5,0,5,0.0000000000,0
bcp_stats,BAY,5,2,2,3,20977,29500,27813,1.239000,4.56478109,3.92858833,5,0,5,0.0000000000,0
bcp_stats,BAY,5,2,2,4,3573,5331,4062,0.131000,5.00000000,3.75000000,5,0,5,0.0000000000,0
bcp_stats,BAY,5,2,3,0,3774,6659,4077,0.175000,5.00000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,5,3,0,0,4326,11061,1177,0.983000,1.25000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,5,3,0,1,54142,141943,55037,8.961000,1.76643543,3.65170970,5,0,5,0.0000000000,0
bcp_stats,BAY,5,3,0,2,144525,368550,195215,29.517000,2.67486729,2.66776977,5,0,5,0.0000000000,0
bcp_stats,BAY,5,3,0,3,121142,317810,159797,23.953000,3.69434326,1.78576498,5,0,5,0.0000000000,0
bcp_stats,BAY,5,3,0,4,4063,9393,1383,0.323000,5.00000000,1.25000000,5,0,5,0.0000000000,0
bcp_stats,BAY,5,3,1,0,4913,12663,1036,0.424000,2.50000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,5,3,1,1,67114,176829,78867,12.967000,2.84429028,4.10113980,5,0,5,0.0000000000,0
bcp_stats,BAY,5,3,1,2,82568,221729,92619,15.690000,3.44991152,3.44517984,5,0,5,0.0000000000,0
bcp_stats,BAY,5,3,1,3,59959,156616,67524,10.101000,4.12956218,2.85717666,5,0,5,0.0000000000,0
bcp_stats,BAY,5,3,1,4,4868,11511,1445,0.403000,5.00000000,2.50000000,5,0,5,0.0000000000,0
bcp_stats,BAY,5,3,2,0,5567,14392,910,0.499000,3.75000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,5,3,2,1,37723,103376,34537,6.458000,3.92214514,4.55056990,5,0,5,0.0000000000,0
bcp_stats,BAY,5,3,2,2,39012,106947,29918,5.887000,4.22495576,4.22258992,5,0,5,0.0000000000,0
bcp_stats,BAY,5,3,2,3,32111,84305,23076,4.285000,4.56478109,3.92858833,5,0,5,0.0000000000,0
bcp_stats,BAY,5,3,2,4,5643,13924,1414,0.458000,5.00000000,3.75000000,5,0,5,0.0000000000,0
bcp_stats,BAY,5,3,3,0,7151,17659,1901,0.684000,5.00000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,5,4,0,0,167855,414167,275776,35.047000,1.25000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,5,4,0,1,190733,492920,294728,41.877000,1.76643543,3.65170970,5,0,5,0.0000000000,0
bcp_stats,BAY,5,4,0,2,187926,534894,242931,41.968000,2.67486729,2.66776977,5,0,5,0.0000000000,0
bcp_stats,BAY,5,4,0,3,180801,515869,234586,41.027000,3.69434326,1.78576498,5,0,5,0.0000000000,0
bcp_stats,BAY,5,4,0,4,185652,523925,238746,41.183000,5.00000000,1.25000000,5,0,5,0.0000000000,0
bcp_stats,BAY,5,4,1,0,188769,530607,248286,42.209000,2.50000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,5,4,1,1,187926,534515,243310,41.506000,2.84429028,4.10113980,5,0,5,0.0000000000,0
bcp_stats,BAY,5,4,1,2,187926,538421,239404,41.871000,3.44991152,3.44517984,5,0,5,0.0000000000,0
bcp_stats,BAY,5,4,1,3,187926,538964,238861,42.541000,4.12956218,2.85717666,5,0,5,0.0000000000,0
bcp_stats,BAY,5,4,1,4,180945,523571,228315,41.498000,5.00000000,2.50000000,5,0,5,0.0000000000,0
bcp_stats,BAY,5,4,2,0,187926,538545,239280,43.028000,3.75000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,5,4,2,1,187926,538971,238854,42.043000,3.92214514,4.55056990,5,0,5,0.0000000000,0
bcp_stats,BAY,5,4,2,2,187926,539325,238500,42.965000,4.22495576,4.22258992,5,0,5,0.0000000000,0
bcp_stats,BAY,5,4,2,3,187926,539470,238355,42.297000,4.56478109,3.92858833,5,0,5,0.0000000000,0
bcp_stats,BAY,5,4,2,4,187926,539676,238149,42.238000,5.00000000,3.75000000,5,0,5,0.0000000000,0
bcp_stats,BAY,5,4,3,0,187926,539676,238149,42.511000,5.00000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,5,5,0,0,225458,573804,359242,56.127000,1.25000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,5,5,0,1,265485,694904,412896,68.724000,1.76643543,3.65170970,5,0,5,0.0000000000,0
bcp_stats,BAY,5,5,0,2,296964,832588,404726,80.013000,2.67486729,2.66776977,5,0,5,0.0000000000,0
bcp_stats,BAY,5,5,0,3,292754,821815,399470,80.407000,3.69434326,1.78576498,5,0,5,0.0000000000,0
bcp_stats,BAY,5,5,0,4,310168,875103,421946,86.203000,5.00000000,1.25000000,5,0,5,0.0000000000,0
bcp_stats,BAY,5,5,1,0,292309,823483,395539,80.141000,2.50000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,5,5,1,1,297431,847731,391853,80.832000,2.84429028,4.10113980,5,0,5,0.0000000000,0
bcp_stats,BAY,5,5,1,2,298404,857956,385260,81.500000,3.44991152,3.44517984,5,0,5,0.0000000000,0
bcp_stats,BAY,5,5,1,3,308713,876135,402903,84.312000,4.12956218,2.85717666,5,0,5,0.0000000000,0
bcp_stats,BAY,5,5,1,4,302575,867528,388776,81.665000,5.00000000,2.50000000,5,0,5,0.0000000000,0
bcp_stats,BAY,5,5,2,0,297931,857748,383777,82.015000,3.75000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,5,5,2,1,298404,859500,383716,81.246000,3.92214514,4.55056990,5,0,5,0.0000000000,0
bcp_stats,BAY,5,5,2,2,298404,860167,383049,81.718000,4.22495576,4.22258992,5,0,5,0.0000000000,0
bcp_stats,BAY,5,5,2,3,298404,860441,382775,80.921000,4.56478109,3.92858833,5,0,5,0.0000000000,0
bcp_stats,BAY,5,5,2,4,296548,853742,383077,80.403000,5.00000000,3.75000000,5,0,5,0.0000000000,0
bcp_stats,BAY,5,5,3,0,298404,860739,382477,82.467000,5.00000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,5,6,0,0,21081,24961,36959,1.881000,1.25000000,5.00000000,5,0,5,0.0630549226,5
bcp_stats,BAY,5,6,0,1,27646,33724,47062,2.598000,1.76643543,3.65170970,5,0,5,0.0609412594,5
bcp_stats,BAY,5,6,0,2,33101,41001,56087,3.381000,2.67486729,2.66776977,4,0,5,0.0494943963,4
bcp_stats,BAY,5,6,0,3,50772,64667,85777,6.462000,3.69434326,1.78576498,4,0,5,0.0836168503,4
bcp_stats,BAY,5,6,0,4,17425,25363,25199,1.956000,5.00000000,1.25000000,5,0,5,0.0000000000,5
bcp_stats,BAY,5,6,1,0,36976,46627,62329,3.946000,2.50000000,5.00000000,5,0,5,0.1722609631,5
bcp_stats,BAY,5,6,1,1,37292,47392,60801,3.937000,2.84429028,4.10113980,5,0,5,0.0551810541,5
bcp_stats,BAY,5,6,1,2,50062,63525,84021,5.964000,3.44991152,3.44517984,5,0,5,0.1332712079,5
bcp_stats,BAY,5,6,1,3,42984,58758,67937,4.939000,4.12956218,2.85717666,5,0,5,0.0531517819,5
bcp_stats,BAY,5,6,1,4,21458,31166,31548,2.326000,5.00000000,2.50000000,5,0,5,0.0000000000,5
bcp_stats,BAY,5,6,2,0,36883,50641,58207,4.233000,3.75000000,5.00000000,5,0,5,0.0283770046,5
bcp_stats,BAY,5,6,2,1,36144,49721,57385,3.860000,3.92214514,4.55056990,5,0,5,0.0470713300,5
